Ref;Nombre;instalaciones;Dirección;Municipio;Código Municipio;Provincia;Código Provincia;Teléfono
0166;FRONTÓN KANOGAL;Frontón;AVDA. DE LA DIPUTACIÓN S/N ;Labastida/Bastida;028;Araba/Álava;01;34945331810
0167;CLUB NÁUTICO IGERILEKUAK;Piscina grande#Piscina pequeña;C/ DE VITORIA-GASTEIZ S/N ;Labastida/Bastida;028;Araba/Álava;01;34945331810
0168;INSTALACIONES DEPORTIVAS MUNICIPALES DE LABASTIDA;Frontón#Pista tenis#Pista deportiva;AVDA. DE LA DIPUTACIÓN S/N ;Labastida/Bastida;028;Araba/Álava;01;34945331810
0169;COMPLEJO DEPORTIVO BETIONDO;Recta de salto de longitud y triple salto cubierta#Zona salto de altura y pértiga cubierta#Rocódromo#Sala de musculación#Pista de atletismo#Recta de salto de longitud y triple saltos descubierta#Zona de salto de altura y salto con pértiga descubierta#Campo de fútbol#Pista polideportiva;Bº Ongarai s/n ;Ermua;034;Bizkaia;48;34943170303
0170;SOCIEDAD CICLISTA LLODIANA;;AVDA. ZUMALAKARREGI S/N ;Laudio/Llodio;036;Araba/Álava;01;34944030526
0171;SOCIEDAD RECREATIVA ISASI;Piscina#Pista de padel#Pista polideportiva#Pista de squash;C/ ISASI  S/N ;Laudio/Llodio;036;Araba/Álava;01;
0172;PISTA DEL PUERTO ANIBAR;Pista baloncesto#Tenis de mesa;C/ IBAI ONDO S/N ;Orio;061;Gipuzkoa;20;34943830346
0173;GIMNASIO GYM MIO MAX;;C/ TRES CRUCES 10 ;Laudio/Llodio;036;Araba/Álava;01;
0174;POLIDEPORTIVO LA GRANJA;Pista polideportiva ii#Gimnasio i#Sala musculación#Gimnasio ii#Pista de squasch#Piscina pequeño#Piscina grande#Pista polideportiva i;C/ LAMUZA S/N ;Laudio/Llodio;036;Araba/Álava;01;34944034800
0175;PISTA DE CALVA;Pista de calva;Bº Ongarai s/n ;Ermua;034;Bizkaia;48;34943179010
0176;POLIDEPORTIVO DEL MAR;Sala musculación club piragüismo#Sala musculación club remo#Sala polivalente clubes#Foso piragüismo#Foso remo;Pº GERNIKA S/N ;Zumaia;081;Gipuzkoa;20;34943865025
0177;INSTALACIONES URBANIZACIÓN GOIERRI;Vaso deportivo#Vaso infantil;GOIERRI BIDEA S/N ;Barrika;014;Bizkaia;48;34946771062
0178;SL SENDA LOS MOLINOS;Senda local;C/ DEL REAL S/N ;Bernedo;016;Araba/Álava;01;34945410502
0179;CEIP KUETO;Sala polivalente#Pista cubierta#Pista  baloncesto#Pista polideportiva;Gran Via de J.A. Agirre 52 ;Sestao;084;Bizkaia;48;34944954076
0180;ROCÓDROMO DE YÉCORA;Rocódromo;C/ DE LA FUENTE S/N ;Yécora/Iekora;060;Araba/Álava;01;34945601923
0181;FRONTÓN MUNICIPAL DE MOREDA DE ÁLAVA;Frontón#Rocódromo;C/ DE LOS JARDINES S/N ;Moreda de Álava/Moreda Araba;039;Araba/Álava;01;34945601893
0182;RED DE CARRILES BICICLETA;Carril-bici alegia#Carril-bici legorreta;San Lorentzo s/n ;Ikaztegieta;044;Gipuzkoa;20;34943653329
0183;FITNESS CLUB GAUR BAI;Sala fitness#Sala ciclo#Sala clases colectivas;ERREÑEZUBI KALEA 4 ;Bermeo;017;Bizkaia;48;34944655281
0184;PARQUE DEPORTIVO BERRIZBURU;Frontón 1#Frontón 2#Frontón 3#Pista fútbol sala#Pista baloncesto;Bº Berrizburu  s/n ;Berriz;019;Bizkaia;48;34946826244
0185;RUTA BTT 14 GR-38(A);Ruta en bicicleta;CTRA. A-3136 S/N ;Campezo/Kanpezu;017;Araba/Álava;01;34945378262
0186;RUTA BTT 13 IGOROIN;Ruta en bicicleta;CTRA. A-3136 S/N ;Campezo/Kanpezu;017;Araba/Álava;01;34945405424
0187;C.Pr. SAGRADO CORAZON; pista polideportiva 1#Pista polideportiva 2#Pabellon polivalente#Gimnasio#Gimnasio 2;MATXITXAKO BIDEA 4 ;Bermeo;017;Bizkaia;48;34946880222
0188;PASEO ENTORNO A LA PIEDRA, EL AGUA Y LA SAL RECORRIDO 1;Sendero;C/ REAL S/N ;Añana;049;Araba/Álava;01;34945351067
0189;RUTA BTT 01 VÍA VERDE;Ruta en bicicleta;C/ LA ESTACION S/N ;Arraia-Maeztu;037;Araba/Álava;01;34945405424
0190;PROBADERO MUNICIPAL;Probadero ;Llantada Gallardi Kalea S/N ;Zalla;096;Bizkaia;48;34946390001
0191;ÁREA DE MANTENIMIENTO ELEXALDE;Área de mantenimiento;Barrio de Elexalde S/N ;Leioa;054;Bizkaia;48;34944008000
0192;FRONTÓN MUNICIPAL ARKUPES;Frontón;PL Ramon Aketxe Elejalde 1 ;Leioa;054;Bizkaia;48;34944008000
0193;CENTRO CIVICO RAMIRO RAMIREZ;Sala polivalente;C/ ZALLURTEGI S/N ;Iruña Oka/Iruña de Oca;901;Araba/Álava;01;34945371064
0194;POLIDEPORTIVO GORONDABEKO;Frontón#Pista polideportiva#Gimnasio 1#Gimnasio 2;C/ Gorondabeko bidea 3 ;Sondika;904;Bizkaia;48;34944710076
0195;CAMPO DE FÚTBOL DE TRESPUENTES;Campo de fútbol;BARRIO DE SANTIAGO S/N ;Iruña Oka/Iruña de Oca;901;Araba/Álava;01;34945371064
0196;FRONTÓN BARANBIO;Frontón;PLAZA BARANBIO S/N ;Amurrio;002;Araba/Álava;01;34945891161
0197;BOLERA DE ZUBILLAGA;Bolera;C/ PASEO DEL ENCINAR S/N ;Lantarón;902;Araba/Álava;01;34945332024
0198;FRONTÓN CASA DEL PARQUE;Frontón;SANTUARIO DE ARANTZAZU S/N ;Oñati;059;Gipuzkoa;20;34943780411
0199;FRONTÓN ZUBILLAGA;Frontón;Bº ZUBILLAGA S/N ;Oñati;059;Gipuzkoa;20;34943780411
0200;BOLERA DE URRUXOLA;Bolera;Bº URREXOLA S/N ;Oñati;059;Gipuzkoa;20;34943780411
0201;RUTA BTT 12 MARKIJANO;Ruta en bicicleta;CTRA. A-3136 S/N ;Campezo/Kanpezu;017;Araba/Álava;01;34945405424
0202;RUTA BTT 08 IZKI;Ruta en bicicleta;C/ DE FUENTE ABAJO S/N ;Arraia-Maeztu;037;Araba/Álava;01;34945405424
0203;RUTA BTT 07 ARRIEROS;Ruta en bicicleta;ANTOÑANA S/N ;Campezo/Kanpezu;017;Araba/Álava;01;34945378262
0204;RUTA BTT 04 EL PASEO;Ruta en bicicleta;CAMPO DE GOLF DE URTURI S/N ;Bernedo;016;Araba/Álava;01;34945378262
0205;GR-34 DONOSTIA - ARANTZAZU;Sendero;SANTUARIO DE ARANTZAZU S/N ;Oñati;059;Gipuzkoa;20;34943780411
0206;IES ANGELA FIGUEROA;Sala polivalente#Pista cubierta#Rocódromo#Pista  fútbol sala#Pista  baloncesto derecha#Pista  baloncesto izquierda#Tenis mesa;Calle Pablo Sarasate 7 ;Sestao;084;Bizkaia;48;34944954033
0207;GR-1 SENDERO HISTÓRICO;Sendero;C/ REAL S/N ;Añana;049;Araba/Álava;01;34945351067
0208;PISTA MUNICIPAL DE BALONCESTO;Pista baloncesto;MATXITXAKO BIDEA S/N ;Bermeo;017;Bizkaia;48;34946179100
0209;CIP DE BERMEO;Pista baloncesto;ATALDE  8 ;Bermeo;017;Bizkaia;48;34946179175
0210;CAMPO DE TIRO AL PLATO;Tiro al plato;GEBELE AUZOA S/N ;Bermeo;017;Bizkaia;48;34607307260
0211;SL SENDA EL AGIN;Senda local;C/ DE SAN ESTEBAN S/N ;Arraia-Maeztu;037;Araba/Álava;01;34945410502
0212;SL SENDA RENABAR;Senda local;C/ DEL CRISTO S/N ;Bernedo;016;Araba/Álava;01;34945410502
0213;C.Pr. AMOR MISERICORDIOSO;Pista  baloncesto#Sala polivalente#Pista minibasquet;Calle San Diego  1 ;Sestao;084;Bizkaia;48;34944963432
0214;CAMPO DE GOLF ARTXANDA GOLF;Campo de golf;Carretera BI-3732  Km. 11,5 ;Galdakao;036;Bizkaia;48;34946565505
0215;ZONA DE CAZA CONTROLADA;Zona de caza controlada;TXIBIAGA KALEA S/N ;Bermeo;017;Bizkaia;48;34946179100
0216;FRONTÓN MUNICIPAL DE AÑANA;Frontón;C/ CERCA ALTA S/N ;Añana;049;Araba/Álava;01;34945351067
0217;FRONTÓN ESQUIDE -IEKORA;Frontón;C/ SAN SIXTO S/N ;Yécora/Iekora;060;Araba/Álava;01;34945601923
0218;TENIS DE MESA DEL PARQUE PORTOPIN;Tenis mesa;Parque Portopin s/n ;Sestao;084;Bizkaia;48;34944729031
0219;GR 121 VUELTA A GIPUZKOA;Sendero;Bº ITXASPE S/N ;Deba;029;Gipuzkoa;20;34943192840
0220;PR-GI 45 ELORRIAGA-ITZIAR-DEBA;Sendero;C/ MUTXIARTE S/N ;Deba;029;Gipuzkoa;20;34943192840
0221;CAMPO DE TIRO TXOPEKUA;Campo de tiro;Bº URIBARRI S/N ;Oñati;059;Gipuzkoa;20;34943782698
0222;IES ARRIGORRIAGA;Frontón#Sala polivalente#Pista minibasket#Pista  baloncesto derecha#Pista  baloncesto izquierda#Pista fútbol grande#Pista fútbol sala#Tenis mesa;Kristo Zehakalea 15 ;Arrigorriaga;011;Bizkaia;48;34946714191
0223;RUTA BTT 14 GR-38(A);Recorrido en bicicleta;CAMPO DE GOLF DE URTURI S/N ;Bernedo;016;Araba/Álava;01;34945378262
0224;RUTA BTT 13 IGOROIN;Ruta en bicicleta;C/ VIRGEN DE URALDE  S/N ;Harana/Valle de Arana;056;Araba/Álava;01;34945405424
0225;CLUB DE REMO BERMEO;Foso#Gimnasio;ARTZA-HEGOALDEKO KAIA S/N ;Bermeo;017;Bizkaia;48;34946885349
0226;RUTA BTT 08 IZKI;Ruta en bicicleta;ANTOÑANA S/N ;Campezo/Kanpezu;017;Araba/Álava;01;34945405424
0227;RUTA BTT 06 SAN CRISTOBAL;Ruta en bicicleta;CAMINO VECINAL DE ALBAINA S/N ;Bernedo;016;Araba/Álava;01;34945378262
0228;RUTA BTT 05 KORRES;Ruta en bicicleta;C/ FUENTE ABAJO S/N ;Arraia-Maeztu;037;Araba/Álava;01;34945405424
0229;RUTA BTT 05 KORRES;Ruta en bicicleta;ANTOÑANA S/N ;Campezo/Kanpezu;017;Araba/Álava;01;34945405424
0230;RUTA BTT 01 VÍA VERDE;Ruta en bicicleta;SANTA CRUZ DE CAMPEZO  S/N  ;Campezo/Kanpezu;017;Araba/Álava;01;34945405424
0231;CAMPO DE FÚTBOL MUNICIPAL ITXAS GANE;Campo de fútbol nº 1#Campo de fútbol nº 2#Campo de fútbol 7;MATXITXAKO BIDEA S/N ;Bermeo;017;Bizkaia;48;34946186134
0232;PUERTO DEPORTIVO BERMEO;Puerto deportivo;FRAILEKU KALEA S/N ;Bermeo;017;Bizkaia;48;34946880289
0233;SENDA VERDE DE BERCIJANA;Sendero;C/ DE LA FUENTE S/N ;Yécora/Iekora;060;Araba/Álava;01;34945601923
0234;PR-GI 5001 SAKONETA;Sendero;Bº ITXASPE S/N ;Deba;029;Gipuzkoa;20;34943192840
0235;ZONA DEPORTIVA FELIPE IV;Pista polideportiva pequeña#Pista polideportiva grande#Pista baloncesto 1#Pista baloncesto 2#Mini-frontón 1#Mini-frontón 2;AVDA FELIPE IV S/N ;Donostia / San Sebastián;069;Gipuzkoa;20;34943481000
0236;C.E.I.P. IKASBIDE;Gimnasio#Sala psicomotricidad#Pista polideportiva;C/ PABLO GOROSABEL 1 ;Donostia / San Sebastián;069;Gipuzkoa;20;34943467294
0237;GIMNASIO JESBEL;Pista polivalente;Ctra. Ollarretxe 41-A ;Getxo;044;Bizkaia;48;34944300165
0238;CASA DE CULTURA;Gimnasio#Sala polivalente;Travesía Gallarraga S/N ;Güeñes;045;Bizkaia;48;34946692689
0239;BOLERA DE LECIÑANA DEL CAMINO;Bolera;C/ DEL ARCO S/N ;Lantarón;902;Araba/Álava;01;34945332024
0240;RED DE CARRILES BICICLETA;Carril-bici tolosa#Carril-bici ikaztegieta;San Juan s/n ;Alegia;005;Gipuzkoa;20;34943654698
0241;CUEVA ARRIKRUTZ;Cueva;CTRA DE ARAOTZ (GI-3592) S/N ;Oñati;059;Gipuzkoa;20;34943082000
0242;RUTA BTT 07 ARRIEROS;Ruta en bicicleta;C/ LA ESTACIÓN S/N ;Arraia-Maeztu;037;Araba/Álava;01;34945378262
0243;RUTA VUELTA A LAS CHARCAS MINERAS;Sendero;Carretera Gallarta s/n ;Valle de Trápaga-Trapagaran;080;Bizkaia;48;34944922863
0244;SL SENDA EL CARTERO;Senda local;C/ REVIDIA S/N ;Bernedo;016;Araba/Álava;01;34945410502
0245;RUTA BTT 16 DEABARRENA BIRA;Circuito btt;C/ ITZIAR BIDEA S/N ;Deba;029;Gipuzkoa;20;34943747356
0246;PARQUE PARA MAYORES LATIERRO;Parque para mayores;C/ DE GOIKOGANE 4 ;Laudio/Llodio;036;Araba/Álava;01;34944034800
0247;CLUB DOYAN;Sala artes marciales;C/URKIOLA 2 ;Derio;901;Bizkaia;48;34944542706
0248;BOLERA LARRAINO;Bolera#Bolera ii;CUESTA DE SAN ROQUE S/N  ;Laudio/Llodio;036;Araba/Álava;01;34944034800
0249;PISTA POLIDEPORTIVA PAGOETA;Pista polideportiva#Tenis de mesa;C/ PAGOETA S/N ;Zarautz;079;Gipuzkoa;20;34943005100
0250;C. Pr. KARMENGO AMA;Gimnasio#Sala de psicomotricidad#Pista polideportiva cubierta con frontón#Sala polivalente#Campo de fútbol 7#Pista fútbol sala#Pista baloncesto 1#Pista baloncesto 2;C/ Sabino Arana 24 ;Amorebieta-Etxano;003;Bizkaia;48;34946730935
0251;I.E.S. URRITXE;Gimnasio #Pista polideportiva cubierta#Pista polideportiva #Pista fútbol sala;Bº Urritxe s/n ;Amorebieta-Etxano;003;Bizkaia;48;34946732012
0252;PISCINA KANOGAL;Piscina grande#Piscina pequeña;CTRA A-124 S/N ;Labastida/Bastida;028;Araba/Álava;01;34945331810
0253;FRONTÓN DEL EDIFICIO DEL AYUNTAMIENTO Y MESA DE TENIS;Frontón#Tenis de mesa;Done Eztebe plaza 1 ;Oiartzun;063;Gipuzkoa;20;34943490142
0254;INSTALACIONES DEPORTIVAS PARQUE TXABARRI ZUAZO;Pista especializada#Pista minibasket#Zona de petanca#Parque saludable 1#Parque saludable 2;Parque Txabarri zuazo S/N ;Getxo;044;Bizkaia;48;34944660066
0255;PISTA DE PATINAJE AMARA-MERCADERES;Pista de patinaje;PLAZA MERCADERES S/N ;Donostia / San Sebastián;069;Gipuzkoa;20;34943481000
0256;INSTALACIONES DEPORTIVAS PARQUE DE JUDIMENDI;Pista de baloncesto #Parque saludable#Bolera;PARQUE DE JUDIMENDI S/N ;Vitoria-Gasteiz;059;Araba/Álava;01;34945161616
0257;BOLERA DE TURISO;Bolera;C/ DEL CAMPO S/N ;Lantarón;902;Araba/Álava;01;34945332024
0258;C.Pr. EGUZKIBEGI IKASTOLA;Sala polivalente#Frontón#Pista  fútbol sala#Pista  baloncesto#Pista polideportiva cubierta#Tenis mesa;Barrio Egia 11 ;Galdakao;036;Bizkaia;48;34944560264
0259;RUTA BTT 12 MARKIJANO;Ruta en bicicleta;C/ DEL MEDIODIA S/N ;Arraia-Maeztu;037;Araba/Álava;01;34945405424
0260;RUTA BTT 10 IOAR;Ruta en bicicleta;C/ DE YOAR S/N ;Campezo/Kanpezu;017;Araba/Álava;01;34945405424
0261;RUTA BTT 06 SAN CRISTOBAL;Ruta en bicicleta;C/ LA ESTACION S/N ;Arraia-Maeztu;037;Araba/Álava;01;34945405424
0262;COMPLEJO DEPORTIVO ELEIZALDE;Campo de fútbol#Pista fútbol sala#Pista baloncesto#Probadero#Vaso deportivo#Vaso de recreo#Vaso de chapoteo#Campo de rugby;C/ Eleizalde 3 ;Elorrio;032;Bizkaia;48;34946582712
0263;CAMPO DE FÚTBOL;Campo de fútbol;JUNGITU  S/N ;Vitoria-Gasteiz;059;Araba/Álava;01;34945161616
0264;ESPACIO DE BALONCESTO DE MENDIJUR;Canasta;PLAZA DE LA IGLESIA S/N ;Arratzua-Ubarrundia;008;Araba/Álava;01;34945317006
0265;PISTA DE BALONCESTO ARABA;Pista de baloncesto;C/ ARABA S/N ;Agurain/Salvatierra;051;Araba/Álava;01;34945312024
0266;FRONTÓN MUNICIPAL DE LAGUARDIA;Pista deportiva#Pista deportiva;AVDA. DE LA DIPUTACIÓN S/N ;Laguardia;031;Araba/Álava;01;34945600007
0267;I.E.S. SAMANIEGO-LAGUARDIA;Gimnasio#Frontón#Pista deportiva#Pista de minibasket#Pista de fútbol sala;C/ SANCHO ABARCA 3 ;Laguardia;031;Araba/Álava;01;34945600900
0268;FRONTÓN MUNICIPAL DE URNIETA;Frontón;Geltoki kalea s/n ;Urnieta;072;Gipuzkoa;20;34943009077
0269;C.E.I.P. GORONDAGANE;Frontón;C/ Goronda bekoa  1 ;Sondika;904;Bizkaia;48;34944531020
0270;BOLERA DE MONTEVITE;Bolera;C/ DE LOS OTEROS 4 ;Iruña Oka/Iruña de Oca;901;Araba/Álava;01;34945371064
0271;PISTA POLDEPORTIVA DE LEZAMA;Pista polideportiva;Barrio La Cruz S/N ;Lezama;081;Bizkaia;48;34944556007
0272;CAMPO MUNICIPAL DE TIRO ISIDRO ARTETA;Campo de tiro;CAMINO DEL CEMENTERIO S/N ;Amurrio;002;Araba/Álava;01;34945891161
0273;FRONTÓN MUNICIPAL;Frontón;PL. del Ayuntamiento s/n ;Mañaria;059;Bizkaia;48;34946818998
0274;CAMPO DE FÚTBOL DE LARREA;Campo de fútbol;LARREA S/N ;Arratzua-Ubarrundia;008;Araba/Álava;01;34945307006
0275;FRONTÓN MUNICIPAL;Frontón;BARRIO SANTA CRUZ SIN NÚMERO ;Artzentales;008;Bizkaia;48;34946809059
0276;BOLERA DE ARRIOLA;Bolera;ARRIOLA S/N ;Asparrena;009;Araba/Álava;01;34945304006
0277;BOLERA DE ZALDUONDO;Bolera#Bolera;CTRA  A-3012 S/N ;Zalduondo;061;Araba/Álava;01;34945314534
0278;FRONTÓN LATEORRO;Frontón;CAMINO ASUDIO S/N ;Laudio/Llodio;036;Araba/Álava;01;34944034800
0279;FRONTÓN OIKIA;Frontón;Bº TXIKIERDI S/N ;Zumaia;081;Gipuzkoa;20;34943865025
0280;ESPACIO CULTURAL IGNACIO ZULOAGA;Frontón#Pista tenis;CTRA GI-634 (ESPACIO CULTURAL IGNACIO ZULOAGA) S/N ;Zumaia;081;Gipuzkoa;20;34943865025
0281;I.E.S. GREGORIO MARAÑON;Pista polideportiva baloncesto#Pista polideportiva futbito;C/ ISASI  1 ;Laudio/Llodio;036;Araba/Álava;01;34946721870
0282;BOLERA SAN JUAN;Bolera;C/ DE LARRAZABAL S/N ;Laudio/Llodio;036;Araba/Álava;01;34944034800
0283;PARQUE MUNICIPAL DE SKATE;Parque de skate;URESARANTZE BIDEA S/N ;Gorliz;043;Bizkaia;48;34946770193
0284;ESPACIO DE BALONCESTO DE LACERVILLA;Canasta;C/ DE LA PLAZA S/N ;Berantevilla;014;Araba/Álava;01;34945337059
0285;PISCINAS MUNICIPALES DE LABASTIDA;Piscina tropical pequeña#Piscina tropical grande;C/ DE FRAY DOMINGO SALAZAR 4 ;Labastida/Bastida;028;Araba/Álava;01;34945331810
0286;CAMPO DE FÚTBOL URRITXE;Campo de fútbol;Bº Urritxe  s/n ;Amorebieta-Etxano;003;Bizkaia;48;34946732714
0287;FRONTÓN COMUNIÓN;Frontón;COMUNIÓN S/N ;Lantarón;902;Araba/Álava;01;34945332024
0288;BOLERA SAN MARTÍN;Bolera;Bº SAN MARTÍN S/N ;Oñati;059;Gipuzkoa;20;34943780411
0289;HOSPITAL PSIQUIATRICO DE BERMEO;Frontón#Pista futbol sala#Sala equipada;TONPOI BIDEA S/N ;Bermeo;017;Bizkaia;48;34946029000
0290;BOLERA DE ARAOTZ;Bolera;Bº ARAOTZ S/N ;Oñati;059;Gipuzkoa;20;34943780411
0291;RUTA BTT 12 MARKIJANO;Ruta en bicicleta;C/ DE ESCARDERANA S/N ;Harana/Valle de Arana;056;Araba/Álava;01;34945405424
0292;ESCUELA DE GOLF IRELORE;Campo de golf;Bº URIBARRI S/N ;Oñati;059;Gipuzkoa;20;34943718813
0293;IES SATURNINO DE LA PEÑA;Pista  baloncesto#Pista  fútbol sala#Pista cubierta#Sala polivalente#Sala musculación;Calle Doctor Ferran 15 ;Sestao;084;Bizkaia;48;34944961355
0294;RUTA BTT 5 ARREO;Ruta btt;C/ REAL S/N ;Añana;049;Araba/Álava;01;34945351067
0295;PR-GI 107 CIRCUITO POR EL BARRIO GARAGALTZA;Sendero;CTRA GI-2630 S/N ;Oñati;059;Gipuzkoa;20;34943780411
0296;SL. RECORRIDO TURÌSTICO MONTAÑERO POR BERMEO Y ALREDEDORES;Sendero;SANTAMAÑE KALEA S/N ;Bermeo;017;Bizkaia;48;34946179154
0297;E.O.I. BERMEO;Pista baloncesto#Pista baloncesto derecha#Pista polideportiva#Frontón;KEPA ZUBIAUR KALEA 72 ;Bermeo;017;Bizkaia;48;
0298;CENTRO SOCIAL DE ABERASTURI;Tenis de mesa;ABERASTURI 8 ;Vitoria-Gasteiz;059;Araba/Álava;01;34945161616
0299;ESPACIO PARA BALONCESTO DE CASTILLO;Canasta de baloncesto;CASTILLO S/N ;Vitoria-Gasteiz;059;Araba/Álava;01;34945161616
0300;I.E.S. BALLONTI;Sala polivalente#Polideportivo#Pista deportiva#Pista deportiva 2;C/ Grumete Diego  1 ;Portugalete;078;Bizkaia;48;34944835677
0301;POLIDEPORTIVO DE ARTXANDA;Sala de esgrima#Sala equipada#Pista de tenis 1#Pista de tenis 2#Pista de fútbol sala#Frontón 1#Frontón 2#Frontón 3#Pista de padel 1#Pista de padel 2#Pista de padel 3#Pista de padel 4#Sala de tiro con arco#Pista polideportiva#Sala equipada 2#Vaso recreativo 1#Vaso recreativo 2#Vaso recreativo 3#Vaso deportivo;Crta. Artxanda Sto. Domingo 17 ;Bilbao;020;Bizkaia;48;34944452300
0302;PARQUE DE SKATE LAS ARENAS;Parque skate;C/ Manuel Smith S/N ;Getxo;044;Bizkaia;48;34944660066
0303;DÁRSENA DEPORTIVA;;PL. LASTA 23 ;Donostia / San Sebastián;069;Gipuzkoa;20;34943000464
0304;C.Pr. SANTA MARÍA;Pista polideportiva 1#Sala polivalente#Tatami#Pista polideportiva 2#Frontón;C/ Alberto Palacio 2 ;Portugalete;078;Bizkaia;48;34944937330
0305;C.Pr. IBAIZABAL IKASTOLA;Sala equipada#Gimnasio#Pista de pádel#Pista de tenis 1#Pista de tenis 2;C/ Intxaurrondo 54 ;Durango;027;Bizkaia;48;34946215877
0306;C.E.I.P. P. LOPE DE LARREA IKASTOLA;Pista polideportiva fútbol sala i#Pista polideportiva fútbol sala ii#Pista polideportiva baloncesto i#Pista polideportiva baloncesto ii#Frontón#Gimnasio ;ANITURRI 18 ;Agurain/Salvatierra;051;Araba/Álava;01;34945300877
0307;BOLERA OPACUA;Bolera;C/ DE OPACUA S/N ;Agurain/Salvatierra;051;Araba/Álava;01;34945312024
0308;CAMPO DE FÚTBOL MUNICIPAL DE LAGUARDIA;Campo de fútbol;AVDA. DE LA DIPUTACIÓN S/N ;Laguardia;031;Araba/Álava;01;34945600007
0309;Pr. SAN JOSÉ-MARISTAK;Pista polideportiva#Sala de artes marciales;C/ Juan Antonio Abásolo 6 ;Durango;027;Bizkaia;48;34946810058
0310;PISTA DE SKATE;Skate park;Goronda kalea 1 ;Sondika;904;Bizkaia;48;34944710076
0311;CAMPO DE FÚTBOL ARRATE;Campo de fútbol hierba natural#Campo de fútbol hierba artificial#Recta de atletismo;AVENIDA DE LANGRAIZ S/N ;Iruña Oka/Iruña de Oca;901;Araba/Álava;01;34945371064
0312;CLUB HÍPICO ARETXALDE;Pista de saltos;Barrio Aretxalde 89 ;Lezama;081;Bizkaia;48;
0313;INSTALACIONES DEPORTIVAS GARAIOLTZA;Frontón#Rocódromo#Skate#Pista de futbol sala;Barrio Garaioltza S/N ;Lezama;081;Bizkaia;48;34944556007
0314;PR-BI 179 TRAS LOS PASOS DE SAN JUAN;Sendero;MATXITXAKO BIDEA S/N ;Bermeo;017;Bizkaia;48;34946179100
0315;SL SENDA SARRONDO;Senda local;C/ DE LA ESTACIÓN S/N ;Arraia-Maeztu;037;Araba/Álava;01;34945410502
0316;SL SENDA TXARABITANA;Senda local;BARRIO DE BENGARA S/N ;Arraia-Maeztu;037;Araba/Álava;01;34945410502
0317;SL SENDA MARIZURIETA;Senda local;CAMPO DE GOLF DE URTURI S/N ;Bernedo;016;Araba/Álava;01;34945410502
0318;C.Pr. BEGOÑAKO ANDRA MARI;Frontón#Pista polideportiva#Sala polivalente primaria#Sala polivalente secundaria#Pista  baloncesto derecha#Pista  baloncesto izquierda#Pista polideportiva arriba;Gran Via de J.A. Agirre 14-18 ;Sestao;084;Bizkaia;48;34944960806
0319;SL-GI 10 BAJO LAS FALDAS DEL ALOÑA;Sendero;C/ AITA LIZARRALDE S/N ;Oñati;059;Gipuzkoa;20;34943780411
0320;BOLERA DE MONASTERIOGUREN;Bolera;MONASTERIOGUREN S/N ;Vitoria-Gasteiz;059;Araba/Álava;01;34945161616
0321;C.E.I.P. KATALIN ERAUSO;Pista baloncesto#Sala psicomotricidad;C/ CATALINA DE ERAUSO 8 ;Donostia / San Sebastián;069;Gipuzkoa;20;34943442178
0322;CINCO-ENEA SKATE PARK;Skate park;PARQUE DE PANA S/N ;Hernani;040;Gipuzkoa;20;34943337000
0323;CAMPO DE FÚTBOL SAN MIGUEL;Campo de fútbol 1;Barrio de Aretzaga s/n ;Zalla;096;Bizkaia;48;34946390001
0324;ELKARTEGI CLARETIANOS;Frontón;CARRETERA DE ZUAZO S/N ;Agurain/Salvatierra;051;Araba/Álava;01;34945300214
0325;FRONTÓN PARED DERECHA;Frontón pared derecha;CARRETERA DE ZUAZO 3 ;Agurain/Salvatierra;051;Araba/Álava;01;34945312024
0326;POLIDEPORTIVO MUNICIPAL;Pista voleibol#Área tenis de mesa#Vaso de chapoteo circular#Vaso recreativo pequeño#Vaso recreativo grande#Pista polideportiva cubierta#Sala de musculación#Sala de aerobic#Pista squash 1#Pista squash 2#Sala de spinning;Barrio Arteaga 77 ;Zamudio;905;Bizkaia;48;34944060990
0327;FRONTÓN ARRATE;Frontón#Sala polivalente;PL. ARRATE S/N ;Andoain;009;Gipuzkoa;20;34943590174
0328;CLUB DE GOLF GOIBURU;Campo de golf#Campo de prácticas#Zona de approach#Zona de pateo;Bº SAN ESTEBAN S/N ;Andoain;009;Gipuzkoa;20;34943300845
0329;CLUB DE TENIS SEMIGAIN;Pista tenis 1#Pista tenis 2#Pista tenis 3#Pista tenis 4#Pista tenis 5#Pista tenis 6;Barrio Arteaga 53 ;Derio;901;Bizkaia;48;34944542901
0330;BOLERA MARIETA-LARRINZAR;Bolera;MARIETA-LARRINZAR S/N ;Arratzua-Ubarrundia;008;Araba/Álava;01;34945317006
0331;PISTA POLIDEPORTIVA PLAZA MARQUES DE SANTILLANA;Pista polideportiva;PLAZA MARQUES DE SANTILLANA S/N ;Alegría-Dulantzi;001;Araba/Álava;01;34945420831
0332;PARQUE SALUDABLE DE ANOETA;Parque saludable;PASEO DE ANOETA S/N ;Donostia / San Sebastián;069;Gipuzkoa;20;34943481000
0333;GIMNASIO FEMENINO EASO;Sala de musculación#Sala polivalente 1#Sala polivalente 2;C/ EASO 53-55 ;Donostia / San Sebastián;069;Gipuzkoa;20;34943460817
0334;BOLERA DE ABERASTURI;Bolera;ABERASTURI S/N ;Vitoria-Gasteiz;059;Araba/Álava;01;34945161616
